Combined_Key,Country_Region,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio
"Johnson, Missouri, US",US,499,3,0,496.0,923.0143168954164,0.6012024048096193
"Kansas City, Missouri, US",US,7077,65,0,7012.0,1447.4079800712964,0.9184682775187226
"Knox, Missouri, US",US,32,0,0,32.0,808.2849204344533,0.0
"Laclede, Missouri, US",US,209,1,0,208.0,585.0572460319682,0.4784688995215311
"Lafayette, Missouri, US",US,183,2,0,181.0,559.4961477314419,1.0928961748633879
"Lawrence, Missouri, US",US,240,2,0,238.0,625.7332811888933,0.8333333333333334
"Lewis, Missouri, US",US,50,1,0,49.0,511.4566284779051,2.0
"Lincoln, Missouri, US",US,412,1,0,411.0,698.1512548082626,0.2427184466019417
"Linn, Missouri, US",US,35,1,0,34.0,293.6241610738255,2.8571428571428568
"Livingston, Missouri, US",US,63,0,0,63.0,413.738753529914,0.0
"Macon, Missouri, US",US,62,0,0,62.0,410.13428590328766,0.0
"Madison, Missouri, US",US,28,0,0,28.0,231.63467902051624,0.0
"Maries, Missouri, US",US,24,0,0,24.0,275.9572266298724,0.0
"Marion, Missouri, US",US,223,1,0,222.0,781.6333683841568,0.4484304932735426
"McDonald, Missouri, US",US,953,8,0,945.0,4173.052502517844,0.8394543546694648
"Mercer, Missouri, US",US,13,0,0,13.0,359.41387890517,0.0
"Miller, Missouri, US",US,137,1,0,136.0,534.75935828877,0.7299270072992701
"Mississippi, Missouri, US",US,148,0,0,148.0,1122.9135053110774,0.0
"Moniteau, Missouri, US",US,155,2,0,153.0,960.8232085296304,1.2903225806451613
"Monroe, Missouri, US",US,33,0,0,33.0,381.76770013882464,0.0
"Montgomery, Missouri, US",US,42,0,0,42.0,363.604882694139,0.0
"Morgan, Missouri, US",US,87,0,0,87.0,421.7772822029378,0.0
"New Madrid, Missouri, US",US,269,3,0,266.0,1575.3103771375027,1.1152416356877324
"Newton, Missouri, US",US,916,6,0,910.0,1572.9102273507795,0.6550218340611353
"Nodaway, Missouri, US",US,190,0,0,190.0,860.0398334238637,0.0
"Oregon, Missouri, US",US,16,0,0,16.0,151.96124988128028,0.0
"Osage, Missouri, US",US,53,1,0,52.0,389.2765332354022,1.8867924528301887
"Ozark, Missouri, US",US,15,0,0,15.0,163.50555918901242,0.0
"Pemiscot, Missouri, US",US,243,9,0,234.0,1537.4881366656118,3.703703703703704
"Perry, Missouri, US",US,244,4,0,240.0,1275.083612040134,1.639344262295082
"Pettis, Missouri, US",US,580,4,0,576.0,1369.895368336522,0.6896551724137931
"Phelps, Missouri, US",US,100,0,0,100.0,224.35106454580128,0.0
"Pike, Missouri, US",US,120,1,0,119.0,655.6660474265108,0.8333333333333334
"Platte, Missouri, US",US,385,10,0,375.0,368.71037560573853,2.5974025974025974
"Polk, Missouri, US",US,219,0,0,219.0,681.2031478428568,0.0
"Pulaski, Missouri, US",US,249,1,0,248.0,473.3210409261125,0.4016064257028112
"Putnam, Missouri, US",US,13,1,0,12.0,276.83134582623507,7.6923076923076925
"Ralls, Missouri, US",US,42,0,0,42.0,407.4110000970026,0.0
"Randolph, Missouri, US",US,74,1,0,73.0,299.014061742363,1.3513513513513509
"Ray, Missouri, US",US,119,0,0,119.0,516.98670605613,0.0
"Reynolds, Missouri, US",US,16,0,0,16.0,255.18341307814998,0.0
"Ripley, Missouri, US",US,58,0,0,58.0,436.48404575556884,0.0
"Saline, Missouri, US",US,459,7,0,452.0,2016.6073546856464,1.5250544662309369
"Schuyler, Missouri, US",US,10,0,0,10.0,214.5922746781116,0.0
"Scotland, Missouri, US",US,15,1,0,14.0,305.9975520195838,6.666666666666668
"Scott, Missouri, US",US,421,13,0,408.0,1099.791013584117,3.0878859857482186
"Shannon, Missouri, US",US,44,1,0,43.0,538.8194954690179,2.272727272727273
"Shelby, Missouri, US",US,40,0,0,40.0,674.5362563237774,0.0
"St. Charles, Missouri, US",US,4316,87,0,4229.0,1073.573088039958,2.015755329008341
"St. Clair, Missouri, US",US,24,0,0,24.0,255.40065978503785,0.0
"St. Francois, Missouri, US",US,421,2,0,419.0,626.3482853529719,0.4750593824228028
"St. Louis, Missouri, US",US,15485,672,0,14813.0,1557.5258623724485,4.3396835647400716
"St. Louis City, Missouri, US",US,5364,178,0,5186.0,1784.573618652188,3.3184190902311714
"Ste. Genevieve, Missouri, US",US,62,1,0,61.0,346.48485525874594,1.6129032258064515
"Stoddard, Missouri, US",US,236,9,0,227.0,813.0921619293712,3.8135593220338975
"Stone, Missouri, US",US,150,1,0,149.0,469.4541812719079,0.6666666666666666
"Sullivan, Missouri, US",US,147,0,0,147.0,2414.1895220890133,0.0
"Taney, Missouri, US",US,658,3,0,655.0,1176.5126591331712,0.4559270516717325
"Texas, Missouri, US",US,60,0,0,60.0,236.2390739428301,0.0
"Unassigned, Missouri, US",US,0,0,0,0.0,-99.0,-99.0
"Vernon, Missouri, US",US,56,0,0,56.0,272.3338034333512,0.0
"Warren, Missouri, US",US,212,0,0,212.0,594.6870879968582,0.0
"Washington, Missouri, US",US,94,1,0,93.0,380.1051354630004,1.0638297872340423
"Wayne, Missouri, US",US,62,0,0,62.0,481.62821409150916,0.0
"Webster, Missouri, US",US,140,1,0,139.0,353.60678925035364,0.7142857142857143
"Worth, Missouri, US",US,9,0,0,9.0,447.0938897168405,0.0
"Wright, Missouri, US",US,65,0,0,65.0,355.40488818415434,0.0
"Beaverhead, Montana, US",US,65,0,0,65.0,687.6123981804718,0.0
"Big Horn, Montana, US",US,464,14,0,450.0,3483.7450259028456,3.0172413793103448
"Blaine, Montana, US",US,13,0,0,13.0,194.58164945367454,0.0
"Broadwater, Montana, US",US,14,0,0,14.0,224.46689113355785,0.0
"Carbon, Montana, US",US,74,0,0,74.0,689.9766899766901,0.0
"Cascade, Montana, US",US,167,4,0,163.0,205.24543421084974,2.395209580838323
"Chouteau, Montana, US",US,10,0,0,10.0,177.4622892635315,0.0
"Custer, Montana, US",US,61,2,0,59.0,534.9938607261884,3.278688524590164
"Daniels, Montana, US",US,3,0,0,3.0,177.5147928994083,0.0
"Dawson, Montana, US",US,20,0,0,20.0,232.2071287588529,0.0
"Deer Lodge, Montana, US",US,26,0,0,26.0,284.4638949671772,0.0
"Fallon, Montana, US",US,2,0,0,2.0,70.27406886858749,0.0
"Fergus, Montana, US",US,14,0,0,14.0,126.69683257918552,0.0
"Flathead, Montana, US",US,357,3,0,354.0,343.9107566036645,0.8403361344537815
"Gallatin, Montana, US",US,959,3,0,956.0,838.037646154115,0.3128258602711157
"Garfield, Montana, US",US,12,0,0,12.0,953.8950715421304,0.0
"Glacier, Montana, US",US,77,1,0,76.0,559.8778448338544,1.2987012987012987
"Golden Valley, Montana, US",US,3,0,0,3.0,365.4080389768576,0.0
"Granite, Montana, US",US,17,0,0,17.0,503.1074282332051,0.0
"Hill, Montana, US",US,46,2,0,44.0,279.0584809512254,4.3478260869565215
"Jefferson, Montana, US",US,29,0,0,29.0,237.29645691841912,0.0
"Judith Basin, Montana, US",US,3,0,0,3.0,149.47683109118088,0.0
"Lake, Montana, US",US,184,1,0,183.0,604.1105785015433,0.5434782608695652
"Lewis and Clark, Montana, US",US,163,2,0,161.0,234.7620693628298,1.2269938650306749
"Liberty, Montana, US",US,1,0,0,1.0,42.78990158322636,0.0
"Lincoln, Montana, US",US,77,2,0,75.0,385.38538538538535,2.5974025974025974
"Madison, Montana, US",US,83,1,0,82.0,965.1162790697673,1.2048192771084338
"McCone, Montana, US",US,5,0,0,5.0,300.48076923076917,0.0
"Meagher, Montana, US",US,4,0,0,4.0,214.8227712137487,0.0
"Mineral, Montana, US",US,2,0,0,2.0,45.48555833522857,0.0
"Missoula, Montana, US",US,336,1,0,335.0,280.9364548494983,0.2976190476190476
"Musselshell, Montana, US",US,3,0,0,3.0,64.7528599179797,0.0
"Park, Montana, US",US,57,0,0,57.0,343.24942791762015,0.0
"Phillips, Montana, US",US,68,0,0,68.0,1719.777440566515,0.0
"Pondera, Montana, US",US,11,0,0,11.0,186.09372356623246,0.0
"Powder River, Montana, US",US,1,0,0,1.0,59.453032104637344,0.0
"Powell, Montana, US",US,2,0,0,2.0,29.027576197387518,0.0
"Prairie, Montana, US",US,1,0,0,1.0,92.85051067780873,0.0
"Ravalli, Montana, US",US,83,2,0,81.0,189.4717618591061,2.409638554216868
"Richland, Montana, US",US,47,2,0,45.0,435.0643339813015,4.25531914893617
"Roosevelt, Montana, US",US,24,0,0,24.0,218.10250817884412,0.0
"Rosebud, Montana, US",US,53,1,0,52.0,593.040170079445,1.8867924528301887
"Sanders, Montana, US",US,10,0,0,10.0,82.5559316436886,0.0
"Sheridan, Montana, US",US,5,0,0,5.0,151.1030522816561,0.0
"Silver Bow, Montana, US",US,102,0,0,102.0,292.1380495489045,0.0
"Stillwater, Montana, US",US,28,1,0,27.0,290.39618336444715,3.571428571428572
"Sweet Grass, Montana, US",US,5,1,0,4.0,133.7971635001338,20.0
"Teton, Montana, US",US,15,0,0,15.0,244.0214738897023,0.0
"Toole, Montana, US",US,44,6,0,38.0,929.054054054054,13.636363636363635
"Treasure, Montana, US",US,2,0,0,2.0,287.3563218390805,0.0
"Unassigned, Montana, US",US,0,0,0,0.0,-99.0,-99.0
"Valley, Montana, US",US,23,0,0,23.0,310.97890751757706,0.0
"Wheatland, Montana, US",US,3,0,0,3.0,141.11006585136406,0.0
"Wibaux, Montana, US",US,3,0,0,3.0,309.59752321981426,0.0
"Yellowstone, Montana, US",US,1387,31,0,1356.0,859.8884066955983,2.235039653929344
"Adams, Nebraska, US",US,362,11,0,351.0,1154.2263176354304,3.038674033149172
"Antelope, Nebraska, US",US,21,1,0,20.0,333.4391870435058,4.761904761904762
"Arthur, Nebraska, US",US,1,0,0,1.0,215.98272138228938,0.0
"Banner, Nebraska, US",US,2,0,0,2.0,268.4563758389262,0.0
"Blaine, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Boone, Nebraska, US",US,8,0,0,8.0,154.08320493066256,0.0
"Box Butte, Nebraska, US",US,14,0,0,14.0,129.83399795975146,0.0
"Boyd, Nebraska, US",US,6,0,0,6.0,312.66284523189165,0.0
"Brown, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Buffalo, Nebraska, US",US,456,1,0,455.0,918.2625505950584,0.21929824561403508
"Burt, Nebraska, US",US,41,0,0,41.0,634.7731847035145,0.0
"Butler, Nebraska, US",US,63,0,0,63.0,785.9281437125749,0.0
"Cass, Nebraska, US",US,189,2,0,187.0,720.0548613227675,1.058201058201058
"Cedar, Nebraska, US",US,23,0,0,23.0,273.74434658414657,0.0
"Chase, Nebraska, US",US,7,0,0,7.0,178.38939857288483,0.0
"Cherry, Nebraska, US",US,4,0,0,4.0,70.31112673580594,0.0
"Cheyenne, Nebraska, US",US,26,0,0,26.0,291.8069584736251,0.0
"Clay, Nebraska, US",US,50,0,0,50.0,806.0615831049491,0.0
"Colfax, Nebraska, US",US,704,4,0,700.0,6573.909795499113,0.5681818181818182
"Cuming, Nebraska, US",US,68,0,0,68.0,768.7090210264528,0.0
"Custer, Nebraska, US",US,52,4,0,48.0,482.5090470446321,7.6923076923076925
"Dakota, Nebraska, US",US,1931,42,0,1889.0,9642.464795765503,2.175038839979285
"Dawes, Nebraska, US",US,10,0,0,10.0,116.42798928862499,0.0
"Dawson, Nebraska, US",US,968,9,0,959.0,4102.5641025641025,0.9297520661157024
"Deuel, Nebraska, US",US,2,0,0,2.0,111.48272017837236,0.0
"Dixon, Nebraska, US",US,57,2,0,55.0,1011.3555713271824,3.5087719298245608
"Dodge, Nebraska, US",US,822,10,0,812.0,2248.051415287844,1.2165450121654502
"Douglas, Nebraska, US",US,11608,139,0,11469.0,2031.7611455436206,1.1974500344589938
"Dundy, Nebraska, US",US,1,0,0,1.0,59.06674542232722,0.0
"Fillmore, Nebraska, US",US,27,1,0,26.0,494.3244232881729,3.703703703703704
"Franklin, Nebraska, US",US,13,0,0,13.0,436.38804968110105,0.0
"Frontier, Nebraska, US",US,3,0,0,3.0,114.19870574800152,0.0
"Furnas, Nebraska, US",US,15,1,0,14.0,320.786997433704,6.666666666666668
"Gage, Nebraska, US",US,93,4,0,89.0,432.2967508018408,4.301075268817204
"Garden, Nebraska, US",US,4,0,0,4.0,217.74632553075668,0.0
"Garfield, Nebraska, US",US,4,0,0,4.0,203.14880650076182,0.0
"Gosper, Nebraska, US",US,19,0,0,19.0,954.7738693467336,0.0
"Grant, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Greeley, Nebraska, US",US,10,0,0,10.0,424.44821731748726,0.0
"Hall, Nebraska, US",US,1755,45,0,1710.0,2860.495819275341,2.5641025641025643
"Hamilton, Nebraska, US",US,100,12,0,88.0,1072.5010725010725,12.0
"Harlan, Nebraska, US",US,1,0,0,1.0,29.58579881656805,0.0
"Hayes, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Hitchcock, Nebraska, US",US,1,0,0,1.0,36.205648081100655,0.0
"Holt, Nebraska, US",US,13,0,0,13.0,129.1347968610311,0.0
"Hooker, Nebraska, US",US,4,0,0,4.0,586.5102639296188,0.0
"Howard, Nebraska, US",US,55,4,0,51.0,853.3747090768037,7.272727272727272
"Jefferson, Nebraska, US",US,18,0,0,18.0,255.4640931024695,0.0
"Johnson, Nebraska, US",US,14,0,0,14.0,276.07966870439753,0.0
"Kearney, Nebraska, US",US,62,0,0,62.0,954.5804464973056,0.0
"Keith, Nebraska, US",US,28,0,0,28.0,348.51879512073685,0.0
"Keya Paha, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Kimball, Nebraska, US",US,15,0,0,15.0,412.9955947136564,0.0
"Knox, Nebraska, US",US,35,0,0,35.0,420.06721075372064,0.0
"Lancaster, Nebraska, US",US,3358,19,0,3339.0,1052.367670563164,0.5658129839189994
"Lincoln, Nebraska, US",US,146,2,0,144.0,418.1703614595864,1.3698630136986298
"Logan, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Loup, Nebraska, US",US,0,0,0,0.0,0.0,-99.0
"Madison, Nebraska, US",US,466,5,0,461.0,1327.6731530812845,1.072961373390558
"McPherson, Nebraska, US",US,5,0,0,5.0,1012.1457489878543,0.0
"Merrick, Nebraska, US",US,63,0,0,63.0,812.3791102514508,0.0
"Morrill, Nebraska, US",US,63,0,0,63.0,1357.1736320551486,0.0
"Nance, Nebraska, US",US,9,0,0,9.0,255.7544757033248,0.0
"Nemaha, Nebraska, US",US,39,0,0,39.0,559.3803786574871,0.0
"Nuckolls, Nebraska, US",US,5,0,0,5.0,120.54001928640308,0.0
"Otoe, Nebraska, US",US,56,0,0,56.0,349.73769672745436,0.0
"Pawnee, Nebraska, US",US,9,0,0,9.0,344.4316877152698,0.0
"Perkins, Nebraska, US",US,19,7,0,12.0,657.2120373573157,36.8421052631579
"Phelps, Nebraska, US",US,41,0,0,41.0,453.84104494133277,0.0
"Pierce, Nebraska, US",US,29,0,0,29.0,405.7078903189703,0.0
"Platte, Nebraska, US",US,800,3,0,797.0,2390.200179265013,0.375
"Polk, Nebraska, US",US,27,0,0,27.0,517.9359294072511,0.0
"Red Willow, Nebraska, US",US,17,0,0,17.0,158.52293920179036,0.0
"Richardson, Nebraska, US",US,24,1,0,23.0,305.14939605848696,4.166666666666667
"Rock, Nebraska, US",US,3,0,0,3.0,221.07590272660286,0.0
"Saline, Nebraska, US",US,597,2,0,595.0,4197.131608548932,0.33500837520938026
"Sarpy, Nebraska, US",US,2349,11,0,2338.0,1254.8345050107907,0.4682843763303534
"Saunders, Nebraska, US",US,165,2,0,163.0,764.6677171192882,1.2121212121212122
"Scotts Bluff, Nebraska, US",US,305,6,0,299.0,856.3086080071872,1.9672131147540983
"Seward, Nebraska, US",US,125,1,0,124.0,723.2122193936589,0.8
"Sheridan, Nebraska, US",US,11,0,0,11.0,209.6835684330919,0.0
"Sherman, Nebraska, US",US,12,0,0,12.0,399.8667110963012,0.0
"Sioux, Nebraska, US",US,5,0,0,5.0,428.8164665523156,0.0
"Stanton, Nebraska, US",US,32,0,0,32.0,540.5405405405405,0.0
"Thayer, Nebraska, US",US,27,0,0,27.0,539.6761942834298,0.0
"Thomas, Nebraska, US",US,2,0,0,2.0,277.0083102493075,0.0
"Thurston, Nebraska, US",US,211,4,0,207.0,2920.8194905869323,1.8957345971563984
"Unassigned, Nebraska, US",US,160,0,0,160.0,-99.0,0.0
"Valley, Nebraska, US",US,11,0,0,11.0,264.55026455026456,0.0
"Washington, Nebraska, US",US,131,1,0,130.0,631.9648801196391,0.7633587786259542
"Wayne, Nebraska, US",US,38,0,0,38.0,404.90143846563683,0.0
"Webster, Nebraska, US",US,10,0,0,10.0,286.77946659019216,0.0
"Wheeler, Nebraska, US",US,2,0,0,2.0,255.4278416347382,0.0
"York, Nebraska, US",US,87,0,0,87.0,636.0114043424227,0.0
"Carson City, Nevada, US",US,364,8,0,356.0,650.9764646970456,2.1978021978021984
"Churchill, Nevada, US",US,69,1,0,68.0,277.0083102493075,1.4492753623188406
"Clark, Nevada, US",US,50081,842,0,49239.0,2209.4087699600523,1.681276332341607
"Douglas, Nevada, US",US,208,1,0,207.0,425.3143850322053,0.4807692307692308
"Elko, Nevada, US",US,562,2,0,560.0,1064.8376217363295,0.3558718861209965
"Esmeralda, Nevada, US",US,0,0,0,0.0,0.0,-99.0
"Eureka, Nevada, US",US,4,0,0,4.0,197.1414489896501,0.0
"Humboldt, Nevada, US",US,104,4,0,100.0,617.9074327134455,3.8461538461538463
"Lander, Nevada, US",US,51,1,0,50.0,921.9088937093277,1.96078431372549
"Lincoln, Nevada, US",US,5,0,0,5.0,96.46922631680496,0.0
"Lyon, Nevada, US",US,239,6,0,233.0,415.5798991479744,2.510460251046025
"Mineral, Nevada, US",US,11,0,0,11.0,244.173140954495,0.0
"Nye, Nevada, US",US,408,9,0,399.0,876.9855770264169,2.2058823529411766
"Pershing, Nevada, US",US,14,0,0,14.0,208.17843866171,0.0
"Storey, Nevada, US",US,6,0,0,6.0,145.52510308028138,0.0
"Unassigned, Nevada, US",US,0,0,0,0.0,-99.0,-99.0
"Washoe, Nevada, US",US,5907,121,0,5786.0,1252.7596979124912,2.0484171322160147
"White Pine, Nevada, US",US,15,1,0,14.0,156.5762004175365,6.666666666666668
"Belknap, New Hampshire, US",US,117,4,0,113.0,190.85525993833903,3.4188034188034178
"Carroll, New Hampshire, US",US,95,1,0,94.0,194.2343079124924,1.0526315789473684
"Cheshire, New Hampshire, US",US,103,3,0,100.0,135.37490964053362,2.9126213592233015
"Coos, New Hampshire, US",US,17,0,0,17.0,53.86053290244907,0.0
"Grafton, New Hampshire, US",US,105,1,0,104.0,116.81463186703158,0.9523809523809524
"Hillsborough, New Hampshire, US",US,3872,280,0,3592.0,928.4815059049216,7.231404958677686
"Merrimack, New Hampshire, US",US,467,21,0,446.0,308.47276258165937,4.496788008565312
"Rockingham, New Hampshire, US",US,1703,96,0,1607.0,549.7645019353131,5.637110980622432
"Strafford, New Hampshire, US",US,363,13,0,350.0,277.8777184937956,3.5812672176308538
"Sullivan, New Hampshire, US",US,44,1,0,43.0,101.97932600936356,2.272727272727273
"Unassigned, New Hampshire, US",US,1,0,0,1.0,-99.0,0.0
"Atlantic, New Jersey, US",US,3509,252,0,3257.0,1330.8302044221946,7.1815332003419785
"Bergen, New Jersey, US",US,20899,2036,0,18863.0,2241.8960697359585,9.74209292310637
"Burlington, New Jersey, US",US,6069,473,0,5596.0,1362.75146009085,7.79370571758115
"Camden, New Jersey, US",US,8645,579,0,8066.0,1706.9091813746493,6.697513013302487
"Cape May, New Jersey, US",US,842,88,0,754.0,914.8295831115073,10.451306413301662
"Cumberland, New Jersey, US",US,3377,158,0,3219.0,2258.454994750112,4.6787089132365995
"Essex, New Jersey, US",US,19813,2110,0,17703.0,2479.802246628493,10.649573512340382
"Gloucester, New Jersey, US",US,3310,214,0,3096.0,1134.9764775267802,6.4652567975830815
"Hudson, New Jersey, US",US,19749,1505,0,18244.0,2937.130330417867,7.6206390196972
"Hunterdon, New Jersey, US",US,1150,124,0,1026.0,924.6528531570864,10.782608695652176
"Mercer, New Jersey, US",US,8143,621,0,7522.0,2216.204447105571,7.626181996807072
"Middlesex, New Jersey, US",US,17988,1409,0,16579.0,2180.1997910460063,7.8329997776295315
"Monmouth, New Jersey, US",US,10368,856,0,9512.0,1675.514508035779,8.256172839506172
"Morris, New Jersey, US",US,7286,829,0,6457.0,1481.3609978753464,11.37798517705188
"Ocean, New Jersey, US",US,10652,1020,0,9632.0,1754.3223987377835,9.575666541494556
"Passaic, New Jersey, US",US,17748,1242,0,16506.0,3536.684029922723,6.9979716024340775
"Salem, New Jersey, US",US,907,87,0,820.0,1453.8751302396408,9.592061742006617
"Somerset, New Jersey, US",US,5275,564,0,4711.0,1603.6651729526288,10.691943127962086
"Sussex, New Jersey, US",US,1341,198,0,1143.0,954.529924263994,14.76510067114094
"Unassigned, New Jersey, US",US,740,0,0,740.0,-99.0,0.0
"Union, New Jersey, US",US,16780,1348,0,15432.0,3016.135787224023,8.03337306317044
"Warren, New Jersey, US",US,1347,172,0,1175.0,1279.6032944797514,12.769116555308091
"Bernalillo, New Mexico, US",US,5226,134,0,5092.0,769.5241348743449,2.5641025641025643
"Catron, New Mexico, US",US,5,1,0,4.0,141.7635384179189,20.0
"Chaves, New Mexico, US",US,485,6,0,479.0,750.5997059506308,1.2371134020618555
"Cibola, New Mexico, US",US,371,18,0,353.0,1390.8153701968133,4.851752021563343
"Colfax, New Mexico, US",US,18,1,0,17.0,150.74114395779247,5.5555555555555545
"Curry, New Mexico, US",US,569,2,0,567.0,1162.3156432569353,0.351493848857645
"De Baca, New Mexico, US",US,0,0,0,0.0,0.0,-99.0
"Dona Ana, New Mexico, US",US,2554,31,0,2523.0,1170.512614862852,1.2137823022709475
"Eddy, New Mexico, US",US,336,4,0,332.0,574.7519671570304,1.1904761904761905
"Grant, New Mexico, US",US,71,2,0,69.0,262.98244314393656,2.8169014084507036
"Guadalupe, New Mexico, US",US,32,0,0,32.0,744.1860465116278,0.0
"Harding, New Mexico, US",US,1,0,0,1.0,160.0,0.0
"Hidalgo, New Mexico, US",US,90,0,0,90.0,2143.8780371605526,0.0
"Lea, New Mexico, US",US,863,5,0,858.0,1214.2957647389896,0.5793742757821553
"Lincoln, New Mexico, US",US,130,2,0,128.0,664.2141835274882,1.5384615384615383
"Los Alamos, New Mexico, US",US,24,0,0,24.0,123.90933966647735,0.0
"Luna, New Mexico, US",US,254,5,0,249.0,1071.3231262389806,1.9685039370078736
"McKinley, New Mexico, US",US,4077,229,0,3848.0,5712.724368405567,5.616875153298994
"Mora, New Mexico, US",US,6,0,0,6.0,132.71400132713998,0.0
"Otero, New Mexico, US",US,204,10,0,194.0,302.2670025188917,4.901960784313727
"Quay, New Mexico, US",US,37,1,0,36.0,448.3218223676239,2.7027027027027017
"Rio Arriba, New Mexico, US",US,319,7,0,312.0,819.6089514657898,2.19435736677116
"Roosevelt, New Mexico, US",US,168,1,0,167.0,908.108108108108,0.5952380952380952
"San Juan, New Mexico, US",US,3069,185,0,2884.0,2475.8385904903275,6.028022157054415
"San Miguel, New Mexico, US",US,46,0,0,46.0,168.64024636140337,0.0
"Sandoval, New Mexico, US",US,1146,33,0,1113.0,780.9305748630305,2.8795811518324608
"Santa Fe, New Mexico, US",US,660,3,0,657.0,438.9523670173852,0.4545454545454545
"Sierra, New Mexico, US",US,32,1,0,31.0,296.54341580947084,3.125
"Socorro, New Mexico, US",US,75,6,0,69.0,450.8024283224138,8.0
"Taos, New Mexico, US",US,112,1,0,111.0,342.2669070684228,0.8928571428571429
"Torrance, New Mexico, US",US,61,1,0,60.0,394.5411034215122,1.639344262295082
"Unassigned, New Mexico, US",US,1304,0,0,1304.0,-99.0,0.0
"Union, New Mexico, US",US,30,2,0,28.0,739.09830007391,6.666666666666668
"Valencia, New Mexico, US",US,441,4,0,437.0,575.0573753390361,0.90702947845805
"Albany, New York, US",US,2624,128,0,2496.0,858.9029348032443,4.878048780487805
"Allegany, New York, US",US,80,1,0,79.0,173.56967737736218,1.25
"Broome, New York, US",US,1150,69,0,1081.0,603.7125698206712,6.0
"Cattaraugus, New York, US",US,168,6,0,162.0,220.71284995467502,3.571428571428572
"Cayuga, New York, US",US,161,2,0,159.0,210.24864187212702,1.2422360248447204
"Chautauqua, New York, US",US,258,9,0,249.0,203.30488640930474,3.4883720930232562
"Chemung, New York, US",US,177,3,0,174.0,212.08780674846625,1.6949152542372878
"Chenango, New York, US",US,218,6,0,212.0,461.79592009659586,2.752293577981652
"Clinton, New York, US",US,129,4,0,125.0,160.27831272907994,3.1007751937984502
"Columbia, New York, US",US,548,37,0,511.0,921.612485494694,6.751824817518247
"Cortland, New York, US",US,96,0,0,96.0,201.76120720455643,0.0
"Delaware, New York, US",US,106,4,0,102.0,240.1721989350856,3.7735849056603774
"Dutchess, New York, US",US,4631,153,0,4478.0,1574.0029501933939,3.3038220686676745
"Erie, New York, US",US,9013,671,0,8342.0,981.0580579992206,7.444801952734938
"Essex, New York, US",US,56,0,0,56.0,151.8232343771181,0.0
"Franklin, New York, US",US,54,0,0,54.0,107.95250089960415,0.0
"Fulton, New York, US",US,299,24,0,275.0,560.1034037052996,8.02675585284281
"Genesee, New York, US",US,280,5,0,275.0,488.8268156424581,1.7857142857142858
"Greene, New York, US",US,295,18,0,277.0,625.1589387132321,6.101694915254238
"Hamilton, New York, US",US,8,0,0,8.0,181.15942028985503,0.0
"Herkimer, New York, US",US,277,4,0,273.0,451.7360035225623,1.444043321299639
"Jefferson, New York, US",US,142,0,0,142.0,129.28601343846168,0.0
"Lewis, New York, US",US,46,0,0,46.0,174.93154852449035,0.0
"Livingston, New York, US",US,176,8,0,168.0,279.7469561623804,4.545454545454546
"Madison, New York, US",US,414,17,0,397.0,583.5835412525903,4.106280193236715
"Monroe, New York, US",US,5035,285,0,4750.0,678.7818326435417,5.660377358490566
"Montgomery, New York, US",US,177,4,0,173.0,359.6026086426525,2.2598870056497176
"Nassau, New York, US",US,43761,2195,0,41566.0,3225.014812915093,5.015881721167251
"New York City, New York, US",US,228729,23602,0,205127.0,2743.6010650107833,10.318761503788325
"Niagara, New York, US",US,1514,98,0,1416.0,723.429264959552,6.4729194187582575
"Oneida, New York, US",US,2180,115,0,2065.0,953.3347035697574,5.275229357798165
"Onondaga, New York, US",US,3613,200,0,3413.0,784.5342737032277,5.535566011624688
"Ontario, New York, US",US,363,34,0,329.0,330.67035900051917,9.366391184573002
"Orange, New York, US",US,11191,491,0,10700.0,2907.20631786772,4.3874542042712905
"Orleans, New York, US",US,298,54,0,244.0,738.5011895321173,18.12080536912752
"Oswego, New York, US",US,257,3,0,254.0,219.42556606673267,1.1673151750972763
"Otsego, New York, US",US,118,5,0,113.0,198.342662161935,4.2372881355932215
"Putnam, New York, US",US,1450,63,0,1387.0,1474.7762408462165,4.344827586206897
"Rensselaer, New York, US",US,780,30,0,750.0,491.4500296130146,3.8461538461538463
"Rockland, New York, US",US,13966,674,0,13292.0,4286.823680357532,4.826006014606903
"Saratoga, New York, US",US,768,17,0,751.0,334.11205805197017,2.2135416666666665
"Schenectady, New York, US",US,1079,37,0,1042.0,694.7887623230027,3.429101019462465
"Schoharie, New York, US",US,69,0,0,69.0,222.58782541372287,0.0
"Schuyler, New York, US",US,22,0,0,22.0,123.54691975065985,0.0
"Seneca, New York, US",US,91,3,0,88.0,267.5211665098777,3.2967032967032965
"St. Lawrence, New York, US",US,263,4,0,259.0,244.10618154817158,1.520912547528517
"Steuben, New York, US",US,300,42,0,258.0,314.534645991256,14.0
"Suffolk, New York, US",US,43948,1998,0,41950.0,2976.2948826392512,4.546281969600437
